"X","FIPS","STNAME","CTYNAME","RNETMIG2013","RNETMIG2014","RNETMIG2015","RNETMIG2016","elec12","elec16","elec18","elect14to16","medAge16","medAge12","pct_for_born15","pct_bach_deg15","pct_non_white15","pct_unemp12","pct_unemp16","votes_gop_16","votes_dem_16","votes_total_16","repratio","State...County.Name","Poverty","MedianIncome"
1,8001,"Colorado","Adams County",10.848813861,11.877004402,12.397132532,6.4468052622,17.3706261596,41.5697560572,11.2657590929,16.8781147632,33.6,32.8,15.06,22.22,17.18,8.6,3.3,73807,86471,175125,42.1453247680228,"Adams County (CO)",11.7,"$65,442"
2,8003,"Colorado","Alamosa County",1.8577001672,-5.921722234,0.8606381017,5.4919908467,-1.7101170173,2.2886068816,3.4956956017,-0.4914159943,30.3,30.8,7.15,25.49,12.97,9.3,3.6,3031,3168,6897,43.9466434681746,"Alamosa County (CO)",24.8,"$37,057"
3,8005,"Colorado","Arapahoe County",12.476007678,10.039062532,11.8997787,5.863499127,22.036425546,40.278348037,7.8420875467,11.9123643739,36.4,36.1,14.79,40.06,26.93,7.1,3,109638,148365,281658,38.9259314487783,"Arapahoe County (CO)",9,"$70,866"
4,8007,"Colorado","Archuleta County",5.7492505441,0.2453887367,11.613741574,32.269573835,-1.1009240467,49.8779546898,64.024002873,32.024185098,50.5,49.6,5.27,35,12.63,8.9,3,4234,2489,7290,58.079561042524,"Archuleta County (CO)",12,"$51,998"
5,8009,"Colorado","Baca County",-15.99349417,-16.29159188,-2.240896359,0.8473379466,-8.5553952888,-33.6786444624,15.4428988818,-15.4442539334,47,47,2.57,18.96,4.24,4.3,1.9,1716,278,2107,81.4428096820123,"Baca County (CO)",20.2,"$34,070"
6,8011,"Colorado","Bent County",-9.850514128,9.3668690373,18.348623853,-37.31343284,-110.03565868,-19.4484540777,46.467190697,-27.9465638027,41.6,40.8,6.99,6.96,16.17,7.8,2.6,1166,581,1892,61.6279069767442,"Bent County (CO)",34.1,"$33,951"
7,8013,"Colorado","Boulder County",10.957889746,5.9402288528,15.045701556,7.3118051681,22.807667138,39.2556253229,5.8064226239,10.1439985142,36.2,35.7,10.67,58.9,11.6,5.8,2.5,38766,124715,176735,21.9345347554248,"Boulder County (CO)",10.8,"$74,772"
8,8014,"Colorado","Broomfield County",13.902881322,20.341541036,43.103652517,19.431965278,34.665602911,96.780040153,30.947624542,38.395530953,37.7,37.1,9.52,51.87,13.25,6.1,2.8,14272,19530,37342,38.2196989984468,"Broomfield County (CO)",5.3,"$86,870"
9,8015,"Colorado","Chaffee County",14.735285256,6.5741218657,11.119207622,28.708641779,19.7427313182,61.1372565227,50.367310229,35.3370952304,48.3,48.3,2.63,34.05,6.14,6.1,2.6,5283,4773,10999,48.0316392399309,"Chaffee County (CO)",11.4,"$49,877"
10,8017,"Colorado","Cheyenne County",-1.066666667,-24.16756176,-15.24639259,9.7932535365,15.702541035,-30.6873674805,8.5847954769,-17.0595928635,41.1,41.3,5.34,22.47,3.7,4.2,2.6,905,127,1076,84.1078066914498,"Cheyenne County (CO)",14,"$50,558"
11,8019,"Colorado","Clear Creek County",-0.554908163,9.0472775418,13.405264018,10.434034314,-11.40437736,32.3316677108,22.0555781556,16.943660838,47.9,47.9,3.6,41.49,5.99,6.4,3,2426,2585,5532,43.8539407086045,"Clear Creek County (CO)",8.1,"$68,699"
12,8021,"Colorado","Conejos County",-6.687336616,-2.555832776,-23.18733898,-3.224606226,-14.735083681,-35.655114598,12.4312340481,-6.267264292,38.9,38.5,3.22,19.48,8.34,9,3.9,1885,1753,3970,47.4811083123426,"Conejos County (CO)",22.7,"$34,390"
13,8023,"Colorado","Costilla County",-13.15053162,10.693682285,5.3213835597,37.398597553,22.391061679,40.2631317777,30.293039777,45.8409783044,50.2,49.4,7.29,17.91,7.04,9.7,4.2,581,1109,1820,31.9230769230769,"Costilla County (CO)",30.4,"$27,211"
14,8025,"Colorado","Crowley County",-21.83971867,48.927430397,1.6027067937,-62.85031701,-72.6185068059,-34.1598984893,110.165228457,-13.922886613,39.3,39.3,3.86,11.09,15.96,7.9,3,1069,336,1511,70.747849106552,"Crowley County (CO)",48,"$35,873"
15,8027,"Colorado","Custer County",13.667962767,21.372981763,23.229332726,40.305613996,-10.0994814184,98.575891252,77.507024063,61.678595759,57.1,55.3,1.98,35.48,6.02,5.8,3.2,2059,797,3064,67.1997389033943,"Custer County (CO)",13.6,"$52,021"
16,8029,"Colorado","Delta County",-4.243072116,-10.14858053,2.2710573776,17.02198258,-13.0816498506,4.9013873116,25.88337484,6.70757558,47.7,46.6,4.08,20,5.1,8.8,4.5,11584,4048,16661,69.5276393973951,"Delta County (CO)",17.8,"$41,798"
17,8031,"Colorado","Denver County",13.762560418,14.983456116,19.906046191,11.480254412,33.266761032,60.132317137,14.5647570052,23.505668618,34.4,34,16.07,44.95,23.92,7.1,3,43637,174611,232291,18.7854888910892,"Denver County (CO)",14,"$61,038"
18,8033,"Colorado","Dolores County",11.875309253,-22.44389027,0,37.651721575,-32.88196531,27.083140558,9.203411071,15.207831305,48.1,46.8,1.07,20.99,3.81,8.8,3.5,936,227,1230,76.0975609756098,"Dolores County (CO)",13.2,"$46,791"
19,8035,"Colorado","Douglas County",16.884598218,18.5243055,16.498622235,12.269787648,22.5282497774,64.177313601,30.691503446,29.099521897,38.3,37.3,6.97,56.6,9.49,5.6,2.6,100178,67045,182918,54.7666167353678,"Douglas County (CO)",3.4,"$112,399"
20,8037,"Colorado","Eagle County",0.1520580101,-1.167828216,0.8207500536,2.8393639087,-17.782019656,2.6443437564,-10.699512674,0.4095277817,37.2,35.4,19.04,46.74,11.45,6.9,3,8153,12652,22611,36.0576710450666,"Eagle County (CO)",7.9,"$79,556"
21,8039,"Colorado","Elbert County",9.9970094416,18.203220246,21.169893534,17.202918065,0.6410357622,66.5730412866,39.378978212,34.355144071,46,45.2,4.13,30.61,4.72,6.5,2.5,11536,3056,15689,73.5292242972783,"Elbert County (CO)",6,"$86,693"
22,8041,"Colorado","El Paso County",6.5739368075,4.3834835195,8.3653476614,13.653810454,12.7601404484,32.9765784424,21.822050699,15.9168407,34,33.8,7.15,35.86,19.75,8.1,3.5,176506,105807,313273,56.3425510656839,"El Paso County (CO)",11.5,"$63,610"
23,8043,"Colorado","Fremont County",-12.05954803,-0.194714581,6.5367965368,18.702613433,9.839662904,12.9851473588,28.623661298,18.594438666,44.7,43.7,3.34,15.25,12.01,10.8,4.8,15066,5275,21880,68.8574040219378,"Fremont County (CO)",17.5,"$46,372"
24,8045,"Colorado","Garfield County",-6.241264427,-4.256735452,2.4878002105,10.668313223,-7.4040638386,2.6581135545,-1.5011403747,6.148816324,36.6,35.3,14.68,29.67,11.91,7.9,3.2,13071,11205,26328,49.6467639015497,"Garfield County (CO)",9.1,"$69,161"
25,8047,"Colorado","Gilpin County",12.946754194,35.79973416,8.4789756013,16.039587066,-13.210661255,73.2650510213,27.256600778,52.19377404,47.5,46.3,3.48,32.09,7.85,6.3,2.2,1564,1634,3574,43.7604924454393,"Gilpin County (CO)",7.5,"$65,472"
26,8049,"Colorado","Grand County",2.3132732817,12.885348112,8.606557377,25.693352514,-47.91233672,49.4985312847,14.5946707655,38.163044236,44.3,43.4,7.06,36.43,8.28,7.1,2.6,4467,3319,8513,52.47268882885,"Grand County (CO)",8.2,"$63,875"
27,8051,"Colorado","Gunnison County",8.4917494934,6.6042228925,16.677076827,14.38760829,-6.9803742208,46.1606575029,35.885089498,21.1188354689,34.6,34.4,3.9,54.43,4.34,5.5,2.2,3250,5068,9299,34.9499946230777,"Gunnison County (CO)",13.8,"$53,753"
28,8053,"Colorado","Hinsdale County",-1.245330012,-45.65630945,-11.71112557,32.216494845,-53.56140003,-26.396270187,32.5321656984,-13.439814605,52,50.2,1.03,40.36,1.6,5.1,2.3,339,197,589,57.5551782682513,"Hinsdale County (CO)",10,"$51,717"
29,8055,"Colorado","Huerfano County",-8.596868284,-2.177463255,9.2165898618,37.116895118,-1.706811359,35.5591534408,61.598420183,35.094964952,55.3,53.2,2.95,27.06,13.75,12.9,5.3,1875,1631,3772,49.7083775185578,"Huerfano County (CO)",21.9,"$34,626"
30,8057,"Colorado","Jackson County",11.273957159,30.871003308,-25.57544757,4.4296788483,-44.15180809,20.9991917453,25.374812121,34.5656582673,47.4,48.5,4.04,18.12,6.82,4.4,2,628,171,862,72.8538283062645,"Jackson County (CO)",14.1,"$46,671"
31,8059,"Colorado","Jefferson County",6.998975449,8.8613825304,8.3162265144,8.615640078,13.7759252247,32.7922245718,9.5633303555,16.5520123281,40.4,40.8,6.51,41.63,9.18,6.7,2.8,130233,151885,309529,42.0745713648802,"Jefferson County (CO)",7,"$74,342"
32,8061,"Colorado","Kiowa County",-9.996429846,-7.936507937,9.4066570188,-28.6133529,15.530218347,-37.1396336642,30.093358837,-36.549860837,46.7,46,1.98,20.27,6.22,4.6,2.5,726,91,853,85.1113716295428,"Kiowa County (CO)",13.9,"$43,951"
33,8063,"Colorado","Kit Carson County",19.361558728,-31.10591996,18.848167539,-77.65151515,-29.37944476,-70.547708843,-68.908316349,-109.00333171,39.1,39.7,7.91,13.31,7.84,4.1,2.2,2894,526,3613,80.0996401882092,"Kit Carson County (CO)",14.3,"$48,272"
34,8065,"Colorado","Lake County",-3.581760573,2.3311621529,10.296707763,14.108877945,-14.2532104112,23.1549872879,17.9535040803,17.5370575816,37,36.3,10.76,27.44,12.93,7.9,3,1264,1600,3175,39.8110236220472,"Lake County (CO)",14.6,"$49,064"
35,8067,"Colorado","La Plata County",13.553418642,4.6509455989,10.922811517,8.2463342041,10.0920972937,37.373509962,12.6232033993,12.9533152921,40.3,39.4,3.78,43.33,11.42,5.7,2.6,12471,15300,30722,40.5930603476336,"La Plata County (CO)",10.9,"$58,499"
36,8069,"Colorado","Larimer County",12.61333665,19.193558211,24.114273545,12.906200957,23.910986231,68.827369363,27.237403317,30.800406814,35.7,35.5,5.2,44.27,8.92,6.1,2.6,82624,92170,193897,42.6123147856852,"Larimer County (CO)",11.2,"$66,561"
37,8071,"Colorado","Las Animas County",-38.54273068,-21.66420483,3.7027806459,5.9746079164,-24.803171484,-50.5295469477,32.470525853,-17.0260251236,45.6,44.4,4.23,16.97,17.33,11.9,4.3,3656,2614,6693,54.6242342746153,"Las Animas County (CO)",21.6,"$38,224"
38,8073,"Colorado","Lincoln County",-6.620080912,11.7012524,5.7923794009,2.1633315306,-6.5969546197,13.0368824195,6.973129004,13.4989197926,39.4,40.5,5.97,15.07,15.48,5.9,2.7,1873,399,2402,77.9766860949209,"Lincoln County (CO)",18.1,"$42,969"
39,8075,"Colorado","Logan County",-11.54648736,12.633917209,-0.367655507,-0.459727841,-20.462033396,0.260046500999999,-11.695832027,11.480018092,38.5,39.2,7.04,15.79,8.66,5.3,3,7272,1843,9702,74.9536178107607,"Logan County (CO)",16.4,"$49,407"
40,8077,"Colorado","Mesa County",-3.915182358,-2.436996182,3.94533378,8.917517991,0.0491707701000004,6.510673231,19.7487197235,6.860666061,39,38.3,3.55,26.27,7.2,8.9,4.5,48129,20958,74876,64.2782734120412,"Mesa County (CO)",15,"$49,825"
41,8079,"Colorado","Mineral County",16.540317023,-43.20557491,56.668970283,13.324450366,15.4439200375,43.328162762,31.3683360123,-29.881124544,54.7,54.6,0.95,42.34,10.1,5,2.5,344,237,652,52.760736196319,"Mineral County (CO)",9.3,"$52,641"
42,8081,"Colorado","Moffat County",-11.10561746,-21.56727301,-6.957328386,9.3554694989,-59.75715917,-30.2747493571,-8.9965456179,-12.0582997811,37.5,36.9,6.03,15.32,6.94,7,3.1,5293,874,6510,81.3056835637481,"Moffat County (CO)",12.9,"$54,151"
43,8083,"Colorado","Montezuma County",1.1760324585,-3.055229142,5.1524259339,9.9766052474,-5.329260231,13.2498344978,6.9766531562,7.5089201714,44.1,43.3,2.75,26.74,16.98,7.4,3.9,7771,3920,12706,61.160081851094,"Montezuma County (CO)",15.1,"$40,679"
44,8085,"Colorado","Montrose County",-4.088216823,-1.059752806,-0.024639038,14.435310237,-14.160546158,9.26270157,25.208149005,13.622011572,44.8,43.2,7.18,24.49,7.42,9.1,3.5,14303,5438,21070,67.8832463217845,"Montrose County (CO)",16.4,"$43,285"
45,8087,"Colorado","Morgan County",-7.222133716,-11.0369792,-2.626115656,-8.832919475,-11.7789925155,-29.718148047,3.3640021088,-22.921925085,36,36,12.72,14.9,10.01,6.3,3.1,8104,3128,11888,68.1695827725437,"Morgan County (CO)",11.7,"$49,129"
46,8089,"Colorado","Otero County",-7.700385019,-3.528006947,-5.631954507,2.3062983911,-13.947187527,-14.5540480819,11.4605953848,-1.0588774669,40.2,40.6,5.47,15.6,9.35,9.7,4,2988,1719,5038,59.3092497022628,"Otero County (CO)",23.6,"$36,773"
47,8091,"Colorado","Ouray County",10.156767498,6.7937760245,8.495806557,38.1053752,4.871003041,63.5517252795,6.0250756384,44.6799971592,53.1,51.5,2.66,52.03,2.27,8,3.3,1337,1690,3287,40.6753878916946,"Ouray County (CO)",8.8,"$66,813"
48,8093,"Colorado","Park County",6.9496152892,11.238025055,19.323671498,35.603261188,-18.387619779,73.1145730302,64.208662293,46.657056324,50.9,49.2,4.27,29.21,4.11,6.1,2.6,6053,3351,10245,59.0824792581747,"Park County (CO)",9.2,"$68,535"
49,8095,"Colorado","Phillips County",-5.45392569,-2.050113895,-15.35992664,-14.63074779,-11.4870063032,-37.494714015,-0.9315861814,-16.22528082,42.3,42.8,8.97,21.24,4.92,4.7,2.1,1791,436,2332,76.8010291595197,"Phillips County (CO)",11.5,"$49,046"
50,8097,"Colorado","Pitkin County",5.1771744133,10.115073164,8.2973594214,-4.176527913,-3.5057797068,19.4130790857,-12.920722664,0.9378349226,44.5,43.1,11.76,59.08,5.56,8,4.4,2522,7239,10387,24.2803504380476,"Pitkin County (CO)",6.9,"$74,576"
51,8099,"Colorado","Prowers County",-12.42185925,-24.88335925,-13.21695761,-1.838081711,-14.15635597,-52.360257821,5.13820932,-28.031091451,37.5,36.9,10.97,13.54,4.82,6.6,2.8,3508,1173,4978,70.4700683005223,"Prowers County (CO)",20.9,"$40,164"
52,8101,"Colorado","Pueblo County",0.7019614542,0.4649360713,9.174622833,9.902801322,5.3474535074,20.2443216805,15.5643908528,10.1445680791,39.3,38.9,3.92,21.62,21.24,10.1,4.4,27746,27945,60112,46.1571732765504,"Pueblo County (CO)",19.9,"$44,644"
53,8103,"Colorado","Rio Blanco County",-12.98413869,-20.49057733,-23.46130408,-8.017267962,7.7152293275,-64.953288062,-30.46409869,-28.507845292,37,36.4,4.53,21.97,5.83,7.5,4.2,2782,433,3436,80.9662398137369,"Rio Blanco County (CO)",9.5,"$58,980"
54,8105,"Colorado","Rio Grande County",-18.09224497,-17.50981153,-13.20853744,-1.145727757,-15.569843553,-49.956321697,-7.612178787,-18.396773597,40.7,40.1,7.07,21.97,15.55,10.4,4.4,3060,1985,5488,55.7580174927114,"Rio Grande County (CO)",17.5,"$41,128"
55,8107,"Colorado","Routt County",9.5528498625,15.347520704,9.3186269457,9.9575280945,-18.640356883,44.1765256067,27.638313563,21.8246001145,40.6,40.2,5.8,50.41,5.11,7,2.8,5149,7487,13772,37.3874528027883,"Routt County (CO)",7.2,"$71,322"
56,8109,"Colorado","Saguache County",-21.15644635,-8.520900322,5.6229416017,20.067946591,19.2153713327,-3.9864584793,56.888234285,10.42164434,48.8,45,11.54,27.04,12.34,9.8,4,1109,1345,2707,40.9678611008497,"Saguache County (CO)",27.6,"$33,973"
57,8111,"Colorado","San Juan County",2.892263196,24.2510699,-34.31022159,-2.90486565,-22.8567169542,-10.071754144,95.243914267,21.34620425,49.4,44.9,1.98,29.11,5.78,7.6,2.6,215,265,506,42.4901185770751,"San Juan County (CO)",15.5,"$44,652"
58,8113,"Colorado","San Miguel County",-0.263105966,9.6341622185,7.188703466,18.029376537,16.3345576714,34.5891362555,8.093026315,24.2785628409,41.6,40.4,7.2,53.87,4.09,7.6,2.9,1030,2960,4311,23.8923683600093,"San Miguel County (CO)",10.1,"$67,251"
59,8115,"Colorado","Sedgwick County",-15.26717557,0.8561643836,31.01104503,15.062761506,14.7494454367,31.6627953496,-42.05018462,15.062761506,45.8,48.6,3.76,20.56,8.29,6.3,2.4,1015,267,1364,74.4134897360704,"Sedgwick County (CO)",14.8,"$42,518"
60,8117,"Colorado","Summit County",8.0988693137,13.122545981,19.442949408,10.59175685,-9.9793928646,51.2561215527,-4.0492564804,20.0978531509,38.4,37.5,11.78,48.8,10.32,6.4,2.4,5064,9502,16061,31.5297926654629,"Summit County (CO)",7.9,"$70,265"
61,8119,"Colorado","Teller County",-5.342336952,2.6504787962,-2.77736236,26.954632696,-5.4643226623,21.4854121802,40.958124342,30.2463563622,50.1,48.2,2.68,31.78,5.72,7.5,3.6,9580,3547,14203,67.4505386186017,"Teller County (CO)",9.5,"$63,966"
62,8121,"Colorado","Washington County",10.590976488,-1.47772852,11.977306157,12.679276658,-21.22044531,33.769830783,10.894364075,10.990444064,42.2,44.8,3.21,16.29,3.96,4.9,2.1,2284,289,2708,84.3426883308715,"Washington County (CO)",14.3,"$46,304"
63,8123,"Colorado","Weld County",14.032617974,12.922881997,23.326857611,25.286294091,19.8269467464,75.568651673,46.514932714,37.213136444,34.3,33.8,8.23,26.1,12.79,6.9,3,75882,45869,133790,56.7172434412138,"Weld County (CO)",11.5,"$63,609"
64,8125,"Colorado","Yuma County",-1.482359917,-1.476595954,-17.4970344,-2.086438152,-2.8536097851,-22.542428423,-14.246404945,-6.024027363,37.8,38.4,10.32,21.53,5.85,4.8,2.1,3755,701,4664,80.5102915951973,"Yuma County (CO)",12.3,"$48,963"
65,12001,"Florida","Alachua County",-0.22618554,7.7953216259,10.220021917,15.588464536,6.2398563277,33.3776225389,15.2036476157,18.78927084,31.2,30.6,10.26,41.57,30.13,6.2,4.4,46584,75370,127827,36.4430049989439,"Alachua County (FL)",22.3,"$45,294"
66,12003,"Florida","Baker County",-4.181468324,-2.254291469,5.8381831868,14.885102222,-9.759950442,14.2875256158,11.7079449392,12.51994396,37,36.5,1.5,11.49,16.53,7.9,4.7,10294,2112,12634,81.478549944594,"Baker County (FL)",17.2,"$51,904"
